Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
2.275421164202333,1.112423122402484,-0.2675858023029027,-0.4237916518574314,-0.4092598557458688,2.153471950890648,1.2936513158876737,-0.0760677052317712,0.2871401208287658,-1.784223546441835,0.3700495248837831,1.0063509249777487,1.1893744466493967,0.7636223271799741,-0.0386402250837842,1.1379810183713774,-0.7514001953067405,-2.729469315613941,1.875829163542181,0.0614843698068912,0.730990189453041,0.7659173435282959,-0.3943884873121211,1.2283051348482712,0.479576180740709,-0.7479319245555732,-0.1052200947036669,1.313430888090976,1.2077016419118445,1.4587708553943153,0
2.2950760799134717,1.3709129526162844,-1.5759622012773555,-0.126228179450189,-1.1463116314530497,-1.383636885532891,1.3048858904440466,-0.4573636717547067,-1.530831939938572,-0.8799499613207612,0.3349431952824498,-0.8343119678886105,-1.2341084455299358,1.5639102001341685,-0.7958415209517681,0.1082643416115027,-0.2348542912180695,0.1206482829556734,-0.1634223690634524,-1.6399193223782065,-0.1638086466142901,-0.5466690165378633,0.2350977902851181,-1.7879144161174123,1.9209504708979803,1.9211749004435232,0.5757880605611964,-0.7444105411771424,1.0153829563146135,21.69150967327192,0
3.02895149844888,-0.8690056736400977,-0.3652678403846177,0.7435411626088958,-0.3484908870150263,-1.4085811268646062,-0.2687861752071049,-0.2928117499999444,-0.936055061720788,-0.585105031750503,-0.9509061862876752,-0.4498214689624926,0.1647874852158661,-0.0147500162945133,0.1100360306424775,-0.6678714924212756,-1.2706020421523807,-0.0699758413358777,-0.357501438375019,0.8551017913130531,-1.5608416900756907,-1.0634944006290443,0.6931462769681471,-0.7634538001352449,0.4546589854457361,0.5474071774422896,0.5330615145977344,-0.985675043114626,0.9859574745988816,16.391772202075085,0
3.324434548681241,-2.886261992280432,0.9248325608615104,-0.1941051035999427,-0.52966425540663,0.1235444383399727,-1.1771402978062997,-0.0821797234877569,-0.2364193978419387,-1.4138756245314927,-1.0851918876638122,-0.6529108087332492,0.11855901962552,-0.7794358470943072,0.7859082805761337,-0.8209844914634196,-2.478274875427056,0.9991691531567076,1.0409774303313015,-0.8825694387244367,-2.4301471261934124,0.074217024743859,-0.4552768421788588,-0.4169708563458572,0.0242500715306194,0.5553970509700861,-0.9678766785124016,1.3479383807110834,-0.2150117191482047,59.59127941091535,0
3.922326789519593,-1.311671744225662,-0.5605036262172011,1.026095032004663,0.0566073333164614,-0.4580999868447978,0.2551498161195291,-0.0784815745930205,-1.0155863012001751,0.0936944468828001,0.0493877940867901,-0.8328290326731037,0.9907530431903544,0.984413377905701,0.4761045297464233,0.216570959613787,0.7445060924744173,0.1400355957833923,1.666412081282938,1.5004635502106995,-0.8055309837396157,-0.8583737491613427,0.1842356646565034,-0.0928090323935063,0.2303773566571909,0.3507942004590404,0.7818256919097513,1.7228766690929145,-1.1819407537765032,39.87675833501997,0
4.413809493549181,-0.8461081864557525,0.5232245907663017,0.5803176412259995,-0.7425876802136699,1.496522163973249,0.3933110157649828,0.9929528669189628,-0.7798186683303127,0.5448932789125766,-0.2754642050197885,0.4913735803356903,-0.1225482077754904,0.2494644895501449,-0.3170400946296946,0.0338370409591129,1.2176992105657491,0.4380867357218947,-2.7755277899583253,0.3076207702746355,1.064598003050594,-0.890975182846829,0.5071674179032759,1.210798572636417,-0.4357555030999214,2.076781319053255,0.4561228483862025,-1.4764609037456762,0.8861673638641121,49.20231300704109,0
4.458206570762533,1.0806094826499986,-0.1460665302666464,-0.0980106744765216,0.6929406113268186,0.2534863538113722,0.4487800539541418,0.1804716177653245,0.8709117624387885,0.0381561329548842,-0.6973753721858608,1.2138331168711354,0.3217641446306687,-0.5859046572493931,-0.8552112861657272,-1.6100174764350672,1.1208801000880686,0.3496117820692908,0.7834574079256147,-0.0461702669626454,0.3000742580836293,-0.4328988704468569,-1.936078079409208,0.7786202300421712,1.0626948414196868,-1.5828608021580737,0.4813124585585382,0.9351816453959008,0.0652872183543418,9.01010976146702,0
4.745703537722371,0.6036887879325347,-1.6724798651568458,-0.0935430099329342,0.856101612348009,-0.2190560552784355,0.0363809247541451,-0.938879208741658,-0.1565040863924071,-0.9046344141431536,0.8115617258820621,0.8265236192549921,0.2269412640161674,0.7955615878839496,2.122196023798688,0.8749777563188577,0.2914102231221293,-1.0361567407979035,0.0484194410567152,-0.7535910284340689,-0.074690356856107,-2.027485619483261,1.048954591111906,0.2112420752358031,0.0331850378160219,0.3272052575994747,-0.2517230342515059,1.7002988376062635,-0.1906228120796606,55.213658460528734,0
5.166409842938694,1.1371765670307408,-0.8904630920384602,-0.6614497246809481,0.2015291476683333,-1.3460864775308428,-2.1551996286512365,0.1215534783639273,1.3963903628790404,0.0066592841511981,2.4314463395006256,-0.6815645593776528,-0.2426901953582718,0.7419989811719039,1.2731483955502207,-0.5956565309777618,0.515465658406415,-0.6759203593283301,1.4643853290612272,0.7312827248603392,0.3672235129528388,-1.9044227357700576,1.5745590963664275,-1.5068835951270756,-0.295483507078146,0.1035069566497674,0.8981447926811847,-1.035103015961313,0.3408963653848231,217.68927259297976,0
5.252282479972886,-0.7238156765268926,-0.8299059347851714,-0.3393870981673277,-1.0263644133194405,-0.1505949681414296,-0.2021153005112618,0.3870621081565183,-0.0271366371868259,-0.6671436195937666,0.648425370235737,0.1964947318048257,-2.0813519237742275,0.5774655312524531,-0.2652458511043161,1.3436799439685214,-0.4148708679547375,1.6799665941512174,-0.2174650965137917,1.122668775980643,-0.770785010430823,2.1292147139554785,1.0604584808290545,0.8397634015093749,-0.0707308319616017,0.2521091601043757,-1.5090445311476892,-0.0648217427643133,0.4229286699020586,2.265696775199012,0
